bowler,format,innings_bowled,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate,five_wkts,four_wkts,best_wkts,best_bowling,matches
Abhijeet Ahuja,T20I,1,12,8.0,2,10,0,0,2.0,4.0,4.0,83.33,6.0,0.0,0.0,2.0,2/8.0,16
Abdurrahman Ahmadzai,T20I,3,48,37.0,2,28,2,0,8.0,4.62,18.5,58.33,24.0,0.0,0.0,2.0,2/8.0,3
RS Bopara,BBL,5,84,111.0,2,26,5,0,14.0,7.93,55.5,30.95,42.0,0.0,0.0,1.0,1/25.0,5
N Ahir,T20I,7,93,152.0,2,35,4,3,15.5,9.81,76.0,37.63,46.5,0.0,0.0,1.0,1/9.0,9
Babar Azam,Test,7,90,42.0,2,62,0,0,15.0,2.8,21.0,68.89,45.0,0.0,0.0,1.0,1/2.0,65
RSK Samson,T20I,1,12,14.0,2,6,0,0,2.0,7.0,7.0,50.0,6.0,0.0,0.0,2.0,2/14.0,1
RS Bopara,Test,8,441,290.0,2,279,1,7,73.5,3.95,145.0,63.27,220.5,0.0,0.0,2.0,2/39.0,13
Zara Haider,T20I,1,13,15.0,2,6,2,1,2.2,6.92,7.5,46.15,6.5,0.0,0.0,2.0,2/13.0,1
Zaman Khan,ODI,1,36,39.0,2,20,0,0,6.0,6.5,19.5,55.56,18.0,0.0,0.0,2.0,2/39.0,1
Zainullah Ihsan,ODI,1,36,46.0,2,14,1,0,6.0,7.67,23.0,38.89,18.0,0.0,0.0,2.0,2/45.0,1
Asif Ali,PSL,1,18,27.0,2,3,0,0,3.0,9.0,13.5,16.67,9.0,0.0,0.0,2.0,2/27.0,96
Zayneb Fazil,T20I,5,88,117.0,2,44,18,0,14.7,7.98,58.5,50.0,44.0,0.0,0.0,1.0,1/21.0,7
Zhang Xiangxue,T20I,4,48,45.0,2,27,7,0,8.0,5.62,22.5,56.25,24.0,0.0,0.0,1.0,1/3.0,5
A Ashok,T20I,1,24,28.0,2,9,1,0,4.0,7.0,14.0,37.5,12.0,0.0,0.0,2.0,2/27.0,1
A Ashok,ODI,3,97,120.0,2,34,0,0,16.2,7.42,60.0,35.05,48.5,0.0,0.0,1.0,1/55.0,3
Zwe Htet Paing,T20I,2,12,30.0,1,1,0,0,2.0,15.0,30.0,8.33,12.0,0.0,0.0,1.0,1/21.0,3
A Alfonso,T20I,1,24,15.0,1,16,2,0,4.0,3.75,15.0,66.67,24.0,0.0,0.0,1.0,1/13.0,17
A Bohara,ODI,2,66,51.0,1,43,0,0,11.0,4.64,51.0,65.15,66.0,0.0,0.0,1.0,1/38.0,2
A Bosch,ODI,7,156,134.0,1,72,3,0,26.0,5.15,134.0,46.15,156.0,0.0,0.0,1.0,1/28.0,29
Zeeshan Abbas,T20I,2,30,45.0,1,5,2,0,5.0,9.0,45.0,16.67,30.0,0.0,0.0,1.0,1/26.0,3
Zeeshan Zameer,PSL,3,27,47.0,1,8,4,0,4.5,10.44,47.0,29.63,27.0,0.0,0.0,1.0,1/10.0,3
Zeshan Arif,T20I,2,18,39.0,1,2,0,0,3.0,13.0,39.0,11.11,18.0,0.0,0.0,1.0,1/23.0,29
Zhao Tianle,T20I,2,24,55.0,1,8,1,0,4.0,13.75,55.0,33.33,24.0,0.0,0.0,1.0,1/33.0,6
Zheng Lili,T20I,7,130,99.0,1,74,6,0,21.7,4.57,99.0,56.92,130.0,0.0,0.0,1.0,1/10.0,10
KL Pulford,T20I,1,24,17.0,1,9,0,0,4.0,4.25,17.0,37.5,24.0,0.0,0.0,1.0,1/17.0,1
KN Mirchandani,T20I,3,53,56.0,1,20,5,0,8.8,6.34,56.0,37.74,53.0,0.0,0.0,1.0,1/25.0,4
Oliver Rowe,T20I,1,12,7.0,1,8,2,0,2.0,3.5,7.0,66.67,12.0,0.0,0.0,1.0,1/5.0,1
OS Dlamini,T20I,2,26,42.0,1,4,5,2,4.3,9.69,42.0,15.38,26.0,0.0,0.0,0.0,0/5.0,4
GS Sandhu,IPL,2,48,82.0,1,10,0,0,8.0,10.25,82.0,20.83,48.0,0.0,0.0,1.0,1/33.0,3
GR Napier,IPL,1,24,27.0,1,9,0,0,4.0,6.75,27.0,37.5,24.0,0.0,0.0,1.0,1/27.0,1
RS Williams,T20I,1,12,18.0,1,3,1,0,2.0,9.0,18.0,25.0,12.0,0.0,0.0,1.0,1/17.0,25
RS Glen,T20I,5,48,68.0,1,13,1,0,8.0,8.5,68.0,27.08,48.0,0.0,0.0,1.0,1/17.0,26
RS Ghosh,IPL,1,18,24.0,1,6,0,0,3.0,8.0,24.0,33.33,18.0,0.0,0.0,1.0,1/24.0,1
RS Gavaskar,ODI,2,72,74.0,1,21,1,0,12.0,6.17,74.0,29.17,72.0,0.0,0.0,1.0,1/56.0,9
A Bidari,T20I,1,24,17.0,1,13,2,0,4.0,4.25,17.0,54.17,24.0,0.0,0.0,1.0,1/15.0,1
A Bhargava,T20I,1,12,14.0,1,8,1,0,2.0,7.0,14.0,66.67,12.0,0.0,0.0,1.0,1/13.0,2
CD McMillan,Test,3,96,41.0,1,77,0,0,16.0,2.56,41.0,80.21,96.0,0.0,0.0,1.0,1/3.0,5
CD Barnwell,T20I,4,36,51.0,1,9,2,0,6.0,8.5,51.0,25.0,36.0,0.0,0.0,1.0,1/18.0,6
Zaheer Maqsood,T20I,3,54,80.0,1,9,0,0,9.0,8.89,80.0,16.67,54.0,0.0,0.0,1.0,1/29.0,3
KL Britt,Test,1,84,40.0,1,62,2,0,14.0,2.86,40.0,73.81,84.0,0.0,0.0,1.0,1/38.0,1
KK Tillett,T20I,2,14,50.0,1,3,1,0,2.3,21.43,50.0,21.43,14.0,0.0,0.0,1.0,1/33.0,4
KR Frost,T20I,2,42,23.0,1,28,3,0,7.0,3.29,23.0,66.67,42.0,0.0,0.0,1.0,1/11.0,2
Abhishek Anand,T20I,4,30,13.0,1,19,2,0,5.0,2.6,13.0,63.33,30.0,0.0,0.0,1.0,1/3.0,18
Abdur Rehman,PSL,1,18,28.0,1,5,2,0,3.0,9.33,28.0,27.78,18.0,0.0,0.0,1.0,1/26.0,1
Mustapha Suwareh,T20I,2,20,52.0,1,2,2,2,3.3,15.6,52.0,10.0,20.0,0.0,0.0,1.0,1/6.0,8
Mustakim Aslam,T20I,3,54,73.0,1,20,1,0,9.0,8.11,73.0,37.04,54.0,0.0,0.0,1.0,1/37.0,3
AK Peters,T20I,3,36,50.0,1,15,2,0,6.0,8.33,50.0,41.67,36.0,0.0,0.0,1.0,1/13.0,5
AK Peters,ODI,4,84,71.0,1,47,4,0,14.0,5.07,71.0,55.95,84.0,0.0,0.0,1.0,1/18.0,5
N De Bromhead,T20I,2,42,36.0,1,19,4,0,7.0,5.14,36.0,45.24,42.0,0.0,0.0,1.0,1/13.0,3
N D'souza,T20I,4,42,34.0,1,25,4,0,7.0,4.86,34.0,59.52,42.0,0.0,0.0,1.0,1/11.0,5
N Boje,T20I,1,24,27.0,1,9,0,0,4.0,6.75,27.0,37.5,24.0,0.0,0.0,1.0,1/27.0,1
N Advani,T20I,4,48,60.0,1,14,1,0,8.0,7.5,60.0,29.17,48.0,0.0,0.0,1.0,1/12.0,8
KP Walmsley,ODI,1,60,64.0,1,27,1,0,10.0,6.4,64.0,45.0,60.0,0.0,0.0,1.0,1/63.0,1
KP Pietersen,T20I,3,30,53.0,1,10,0,0,5.0,10.6,53.0,33.33,30.0,0.0,0.0,1.0,1/27.0,37
KMA Paul,BBL,2,32,68.0,1,6,1,2,5.3,12.75,68.0,18.75,32.0,0.0,0.0,1.0,1/40.0,2
ZR Jaboneke,T20I,3,36,25.0,1,20,2,0,6.0,4.17,25.0,55.56,36.0,0.0,0.0,1.0,1/14.0,8
ZK Shem,T20I,2,32,61.0,1,7,3,2,5.3,11.44,61.0,21.88,32.0,0.0,0.0,1.0,1/35.0,3
ZE Matsinhe,T20I,5,72,89.0,1,35,3,0,12.0,7.42,89.0,48.61,72.0,0.0,0.0,1.0,1/9.0,9
ZB Ender,T20I,2,26,29.0,1,15,14,2,4.3,6.69,29.0,57.69,26.0,0.0,0.0,1.0,1/3.0,7
CH Abeyratne,T20I,4,60,85.0,1,23,7,0,10.0,8.5,85.0,38.33,60.0,0.0,0.0,1.0,1/27.0,11
Z Motara,CPL,2,36,66.0,1,14,1,0,6.0,11.0,66.0,38.89,36.0,0.0,0.0,1.0,1/38.0,2
Z Abbasi,T20I,2,24,16.0,1,14,1,0,4.0,4.0,16.0,58.33,24.0,0.0,0.0,1.0,1/6.0,4
Rahman Ademi,T20I,3,42,57.0,1,20,3,0,7.0,8.14,57.0,47.62,42.0,0.0,0.0,1.0,1/14.0,4
Rahima Yahaya,T20I,1,12,11.0,1,5,4,0,2.0,5.5,11.0,41.67,12.0,0.0,0.0,1.0,1/7.0,3
Rahel Khan,T20I,2,24,30.0,1,8,0,0,4.0,7.5,30.0,33.33,24.0,0.0,0.0,1.0,1/16.0,4
Rahat Kazi,T20I,5,56,98.0,1,18,12,2,9.3,10.5,98.0,32.14,56.0,0.0,0.0,1.0,1/9.0,8
Raghu Sharma,IPL,5,90,130.0,1,23,0,0,15.0,8.67,130.0,25.56,90.0,0.0,0.0,1.0,1/36.0,6
Raghav Dhawan,T20I,1,12,26.0,1,4,2,0,2.0,13.0,26.0,33.33,12.0,0.0,0.0,1.0,1/24.0,22
Rabia Iqbal,T20I,1,13,16.0,1,4,1,1,2.2,7.38,16.0,30.77,13.0,0.0,0.0,1.0,1/15.0,2
RT Ponting,Test,11,156,91.0,1,109,2,0,26.0,3.5,91.0,69.87,156.0,0.0,0.0,1.0,1/8.0,89
RT Lyons,ODI,1,60,41.0,1,31,2,0,10.0,4.1,41.0,51.67,60.0,0.0,0.0,1.0,1/39.0,1
CJ Ana,T20I,3,55,62.0,1,36,16,1,9.2,6.76,62.0,65.45,55.0,0.0,0.0,1.0,1/9.0,3
CH van Koolwijk,T20I,2,19,21.0,1,8,3,1,3.2,6.63,21.0,42.11,19.0,0.0,0.0,1.0,1/7.0,17
CH Stobo,BBL,1,12,13.0,1,5,0,0,2.0,6.5,13.0,41.67,12.0,0.0,0.0,1.0,1/13.0,1
KS Kasse,T20I,1,10,10.0,1,7,1,0,1.7,6.0,10.0,70.0,10.0,0.0,0.0,0.0,0/8.0,26
KS Gautam,T20I,3,48,87.0,1,15,4,0,8.0,10.88,87.0,31.25,48.0,0.0,0.0,1.0,1/26.0,3
KR Mayers,PSL,2,18,31.0,1,6,1,0,3.0,10.33,31.0,33.33,18.0,0.0,0.0,1.0,1/27.0,3
CBRLS Kumara,CPL,1,18,55.0,1,4,0,0,3.0,18.33,55.0,22.22,18.0,0.0,0.0,1.0,1/55.0,1
Yukthi Suresh,T20I,1,13,15.0,1,4,4,1,2.2,6.92,15.0,30.77,13.0,0.0,0.0,1.0,1/10.0,1
Yuanyuan Cai,T20I,3,36,35.0,1,20,8,0,6.0,5.83,35.0,55.56,36.0,0.0,0.0,1.0,1/13.0,4
J Long,T20I,1,12,26.0,1,2,1,0,2.0,13.0,26.0,16.67,12.0,0.0,0.0,1.0,1/23.0,2
Mustafa Atmaca,T20I,5,79,156.0,1,24,6,0,13.2,11.85,156.0,30.38,79.0,0.0,0.0,1.0,1/14.0,5
Musheer Khan,IPL,1,12,27.0,1,1,0,0,2.0,13.5,27.0,8.33,12.0,0.0,0.0,1.0,1/27.0,1
GM Ewing,Test,2,336,214.0,1,231,0,1,56.0,3.82,214.0,68.75,336.0,0.0,0.0,1.0,1/141.0,2
Rajin Saleh,Test,6,201,137.0,1,120,0,3,33.5,4.09,137.0,59.7,201.0,0.0,0.0,1.0,1/81.0,13
Raihan Hossain,T20I,3,50,67.0,1,16,3,2,8.3,8.04,67.0,32.0,50.0,0.0,0.0,1.0,1/15.0,8
Yousif Wali,T20I,4,60,97.0,1,14,5,0,10.0,9.7,97.0,23.33,60.0,0.0,0.0,1.0,1/28.0,5
Younis Khan,ODI,15,215,215.0,1,77,7,3,35.8,6.0,215.0,35.81,215.0,0.0,0.0,1.0,1/2.0,177
CA Reid,ODI,2,78,63.0,1,51,3,0,13.0,4.85,63.0,65.38,78.0,0.0,0.0,1.0,1/35.0,2
BJ Bennett,ODI,3,48,62.0,1,16,0,0,8.0,7.75,62.0,33.33,48.0,0.0,0.0,1.0,1/13.0,11
P Jayeshbhai Patel,T20I,3,54,54.0,1,26,3,0,9.0,6.0,54.0,48.15,54.0,0.0,0.0,1.0,1/35.0,11
P Hatzoglou,PSL,1,24,34.0,1,11,2,0,4.0,8.5,34.0,45.83,24.0,0.0,0.0,1.0,1/32.0,1
P Gopalkrishnan,T20I,1,6,5.0,1,4,0,0,1.0,5.0,5.0,66.67,6.0,0.0,0.0,1.0,1/5.0,1
P Chakraborty,T20I,1,12,1.0,1,11,0,0,2.0,0.5,1.0,91.67,12.0,0.0,0.0,1.0,1/1.0,1
IC Porel,IPL,1,24,39.0,1,10,2,0,4.0,9.75,39.0,41.67,24.0,0.0,0.0,1.0,1/37.0,1
Ramandeep Singh,T20I,1,20,42.0,1,4,3,0,3.3,12.6,42.0,20.0,20.0,0.0,0.0,1.0,1/39.0,2
J Neill,Test,2,188,155.0,1,110,2,2,31.3,4.95,155.0,58.51,188.0,0.0,0.0,1.0,1/94.0,2
J Mubarak,T20I,2,8,17.0,1,1,0,0,1.3,12.75,17.0,12.5,8.0,0.0,0.0,1.0,1/9.0,15
J Mubarak,ODI,5,51,44.0,1,20,0,0,8.5,5.18,44.0,39.22,51.0,0.0,0.0,1.0,1/1.0,30
GW Aldridge,T20I,1,24,45.0,1,7,0,0,4.0,11.25,45.0,29.17,24.0,0.0,0.0,1.0,1/45.0,1
GW Aldridge,ODI,2,114,98.0,1,62,3,0,19.0,5.16,98.0,54.39,114.0,0.0,0.0,1.0,1/42.0,2
AK Muslar,T20I,1,24,36.0,1,7,1,0,4.0,9.0,36.0,29.17,24.0,0.0,0.0,1.0,1/35.0,5
J McAllister,CPL,1,6,7.0,1,3,2,0,1.0,7.0,7.0,50.0,6.0,0.0,0.0,1.0,1/4.0,1
IA Nicolson,ODI,1,44,74.0,1,17,0,2,7.3,10.09,74.0,38.64,44.0,0.0,0.0,1.0,1/74.0,1
CA Ingram,CPL,1,6,10.0,1,1,0,0,1.0,10.0,10.0,16.67,6.0,0.0,0.0,1.0,1/10.0,12
CJ Chibhabha,Test,3,250,162.0,1,171,0,4,41.7,3.89,162.0,68.4,250.0,0.0,0.0,1.0,1/44.0,5
Yasir Mehmood,T20I,3,48,51.0,1,22,2,0,8.0,6.38,51.0,45.83,48.0,0.0,0.0,1.0,1/14.0,3
A Charles,T20I,1,8,13.0,1,3,8,2,1.3,9.75,13.0,37.5,8.0,0.0,0.0,1.0,1/5.0,3
Rashmeka Badri Narayanan,T20I,3,54,53.0,1,27,1,0,9.0,5.89,53.0,50.0,54.0,0.0,0.0,1.0,1/19.0,3
Raqibul Hasan,Test,3,36,15.0,1,22,0,0,6.0,2.5,15.0,61.11,36.0,0.0,0.0,1.0,1/0.0,8
Munir Dar,ODI,2,108,89.0,1,47,0,0,18.0,4.94,89.0,43.52,108.0,0.0,0.0,1.0,1/34.0,2
CJ McKay,Test,1,171,101.0,1,122,0,3,28.5,3.54,101.0,71.35,171.0,0.0,0.0,1.0,1/101.0,1
KJ Harding,ODI,1,62,88.0,1,24,7,2,10.3,8.52,88.0,38.71,62.0,0.0,0.0,1.0,1/81.0,1
KJ Coetzer,ODI,5,168,132.0,1,84,1,0,28.0,4.71,132.0,50.0,168.0,0.0,0.0,1.0,1/17.0,63
CJ McKay,IPL,2,42,60.0,1,14,0,0,7.0,8.57,60.0,33.33,42.0,0.0,0.0,1.0,1/36.0,2
YS Samra,ODI,1,24,31.0,1,12,0,0,4.0,7.75,31.0,50.0,24.0,0.0,0.0,1.0,1/31.0,14
Ashok Sharma,T20I,2,48,49.0,1,24,3,0,8.0,6.12,49.0,50.0,48.0,0.0,0.0,1.0,1/19.0,2
Ashmal Hashmi,T20I,5,93,152.0,1,30,24,3,15.5,9.81,152.0,32.26,93.0,0.0,0.0,1.0,1/26.0,9
Ashir Qureshi,PSL,2,42,61.0,1,13,0,0,7.0,8.71,61.0,30.95,42.0,0.0,0.0,1.0,1/31.0,4
Ashar Zaidi,PSL,2,48,59.0,1,10,0,0,8.0,7.38,59.0,20.83,48.0,0.0,0.0,1.0,1/37.0,3
KV Sharma,T20I,1,24,28.0,1,10,0,0,4.0,7.0,28.0,41.67,24.0,0.0,0.0,1.0,1/28.0,1
I Mwebaze,T20I,2,36,32.0,1,20,0,0,6.0,5.33,32.0,55.56,36.0,0.0,0.0,1.0,1/19.0,2
OJ Herrington,T20I,2,24,39.0,1,9,4,0,4.0,9.75,39.0,37.5,24.0,0.0,0.0,1.0,1/11.0,5
OJ Hairs,T20I,1,12,19.0,1,4,1,0,2.0,9.5,19.0,33.33,12.0,0.0,0.0,1.0,1/17.0,29
Reon King,Test,1,186,80.0,1,133,0,6,31.0,2.58,80.0,71.51,186.0,0.0,0.0,1.0,1/80.0,1
Reon King,ODI,1,60,60.0,1,25,3,0,10.0,6.0,60.0,41.67,60.0,0.0,0.0,1.0,1/57.0,1
Razmal Shigiwal,T20I,1,18,19.0,1,7,0,0,3.0,6.33,19.0,38.89,18.0,0.0,0.0,1.0,1/19.0,35
Raza-ur-Rehman,ODI,4,111,114.0,1,55,2,1,18.5,6.16,114.0,49.55,111.0,0.0,0.0,1.0,1/57.0,5
GI Maiden,T20I,1,12,14.0,1,7,0,0,2.0,7.0,14.0,58.33,12.0,0.0,0.0,1.0,1/14.0,1
Ravi Bishnoi,ODI,1,49,69.0,1,21,4,1,8.2,8.45,69.0,42.86,49.0,0.0,0.0,1.0,1/61.0,1
Raunaq Kapur,T20I,1,12,24.0,1,2,0,0,2.0,12.0,24.0,16.67,12.0,0.0,0.0,1.0,1/24.0,1
BJ Bess,Test,1,86,92.0,1,44,4,8,14.3,6.42,92.0,51.16,86.0,0.0,0.0,1.0,1/87.0,1
BJ Bennett,Test,5,288,199.0,1,180,0,0,48.0,4.15,199.0,62.5,288.0,0.0,0.0,1.0,1/49.0,9
CK Hooper,ODI,2,67,88.0,1,34,5,0,11.2,7.88,88.0,50.75,67.0,0.0,0.0,1.0,1/61.0,2
Y Saranonnakkun,T20I,1,18,20.0,1,6,1,0,3.0,6.67,20.0,33.33,18.0,0.0,0.0,1.0,1/19.0,47
Y Prithvi Raj,IPL,2,30,57.0,1,8,3,0,5.0,11.4,57.0,26.67,30.0,0.0,0.0,1.0,1/27.0,2
Y Potgieter,ODI,2,44,33.0,1,26,0,2,7.3,4.5,33.0,59.09,44.0,0.0,0.0,1.0,1/16.0,3
Y Cariah,T20I,2,36,43.0,1,15,0,0,6.0,7.17,43.0,41.67,36.0,0.0,0.0,1.0,1/15.0,2
KHRK Fernando,ODI,2,67,41.0,1,41,1,1,11.2,3.67,41.0,61.19,67.0,0.0,0.0,1.0,1/18.0,2
Kamran Ghulam,ODI,2,24,16.0,1,12,0,0,4.0,4.0,16.0,50.0,24.0,0.0,0.0,1.0,1/7.0,11
Rinitha Rajith,T20I,1,12,7.0,1,11,3,0,2.0,3.5,7.0,91.67,12.0,0.0,0.0,1.0,1/4.0,64
Muhammad Zohaib,T20I,2,30,18.0,1,19,0,0,5.0,3.6,18.0,63.33,30.0,0.0,0.0,1.0,1/17.0,13
Muhammad Shahzad,PSL,4,21,43.0,1,9,0,0,3.5,12.29,43.0,42.86,21.0,0.0,0.0,1.0,1/4.0,6
J Rokoro,T20I,4,46,62.0,1,11,11,4,7.7,8.09,62.0,23.91,46.0,0.0,0.0,1.0,1/20.0,4
N Deonarine,T20I,4,54,87.0,1,20,0,0,9.0,9.67,87.0,37.04,54.0,0.0,0.0,1.0,1/37.0,8
RR Rossouw,ODI,3,45,44.0,1,15,1,0,7.5,5.87,44.0,33.33,45.0,0.0,0.0,1.0,1/17.0,36
RR Hendricks,ODI,3,42,47.0,1,13,0,0,7.0,6.71,47.0,30.95,42.0,0.0,0.0,1.0,1/13.0,35
Wasim Al Balushi,T20I,3,36,99.0,1,8,4,0,6.0,16.5,99.0,22.22,36.0,0.0,0.0,1.0,1/10.0,5
CL White,IPL,6,42,86.0,1,8,4,0,7.0,12.29,86.0,19.05,42.0,0.0,0.0,1.0,1/14.0,47
CL White,BBL,2,18,23.0,1,3,1,0,3.0,7.67,23.0,16.67,18.0,0.0,0.0,1.0,1/11.0,72
AS Broomfield,T20I,1,12,8.0,1,5,0,0,2.0,4.0,8.0,41.67,12.0,0.0,0.0,1.0,1/8.0,6
AS Wikman,T20I,4,31,47.0,1,12,4,0,5.2,9.1,47.0,38.71,31.0,0.0,0.0,1.0,1/21.0,11
AS Tanke,ODI,2,60,58.0,1,34,8,0,10.0,5.8,58.0,56.67,60.0,0.0,0.0,1.0,1/33.0,2
AJ McKay,Test,1,186,120.0,1,138,1,0,31.0,3.87,120.0,74.19,186.0,0.0,0.0,1.0,1/119.0,1
Basharat Hussain,T20I,4,66,104.0,1,14,3,0,11.0,9.45,104.0,21.21,66.0,0.0,0.0,1.0,1/27.0,5
Baljinder Singh,T20I,1,18,29.0,1,6,0,0,3.0,9.67,29.0,33.33,18.0,0.0,0.0,1.0,1/29.0,1
GHS Garton,T20I,1,25,57.0,1,7,0,1,4.2,13.68,57.0,28.0,25.0,0.0,0.0,1.0,1/57.0,1
CKB Kulasekara,Test,1,171,80.0,1,128,1,3,28.5,2.81,80.0,74.85,171.0,0.0,0.0,1.0,1/79.0,1
CK Tshuma,Test,1,150,85.0,1,105,0,0,25.0,3.4,85.0,70.0,150.0,0.0,0.0,1.0,1/85.0,1
CK Tshuma,ODI,2,66,83.0,1,33,1,0,11.0,7.55,83.0,50.0,66.0,0.0,0.0,1.0,1/35.0,2
A Chilia,T20I,3,60,52.0,1,31,5,0,10.0,5.2,52.0,51.67,60.0,0.0,0.0,1.0,1/12.0,33
A Cheung,T20I,2,42,53.0,1,11,1,0,7.0,7.57,53.0,26.19,42.0,0.0,0.0,1.0,1/14.0,2
Waqar Salamkheil,PSL,2,42,92.0,1,9,0,0,7.0,13.14,92.0,21.43,42.0,0.0,0.0,1.0,1/54.0,2
Kashif Bhatti,PSL,2,36,60.0,1,14,0,0,6.0,10.0,60.0,38.89,36.0,0.0,0.0,1.0,1/36.0,2
Kamran Ghulam,PSL,7,60,86.0,1,24,4,0,10.0,8.6,86.0,40.0,60.0,0.0,0.0,1.0,1/14.0,35
KJ Abbott,PSL,1,18,25.0,1,8,1,0,3.0,8.33,25.0,44.44,18.0,0.0,0.0,1.0,1/24.0,1
Wania Malik,T20I,2,24,16.0,1,17,4,0,4.0,4.0,16.0,70.83,24.0,0.0,0.0,1.0,1/3.0,2
Waleed Waqar,T20I,2,18,43.0,1,4,2,0,3.0,14.33,43.0,22.22,18.0,0.0,0.0,1.0,1/26.0,2
Assad Mehmood,T20I,2,42,29.0,1,21,1,0,7.0,4.14,29.0,50.0,42.0,0.0,0.0,1.0,1/16.0,2
KH Abe,T20I,1,6,8.0,1,3,0,0,1.0,8.0,8.0,50.0,6.0,0.0,0.0,1.0,1/8.0,22
KE Pike,Test,1,138,39.0,1,119,0,0,23.0,1.7,39.0,86.23,138.0,0.0,0.0,1.0,1/39.0,1
Kate Awuah,T20I,3,67,88.0,1,28,6,1,11.2,7.88,88.0,41.79,67.0,0.0,0.0,1.0,1/30.0,3
Kashif Siddique,T20I,1,2,1.0,1,1,0,0,0.3,3.0,1.0,50.0,2.0,0.0,0.0,1.0,1/1.0,11
Waheed Ahmed,ODI,6,120,94.0,1,53,5,0,20.0,4.7,94.0,44.17,120.0,0.0,0.0,1.0,1/20.0,7
WT Mashinge,T20I,2,30,57.0,1,10,5,0,5.0,11.4,57.0,33.33,30.0,0.0,0.0,1.0,1/35.0,2
WT Gavera,ODI,2,86,78.0,1,41,2,2,14.3,5.44,78.0,47.67,86.0,0.0,0.0,1.0,1/52.0,2
N Gumaliyele,T20I,2,38,35.0,1,25,11,2,6.3,5.53,35.0,65.79,38.0,0.0,0.0,1.0,1/5.0,3
GH Vihari,IPL,6,42,47.0,1,18,1,0,7.0,6.71,47.0,42.86,42.0,0.0,0.0,1.0,1/5.0,24
GH Dockrell,Test,1,129,112.0,1,63,0,0,21.5,5.21,112.0,48.84,129.0,0.0,0.0,1.0,1/112.0,1
GF Linde,PSL,5,84,126.0,1,24,3,0,14.0,9.0,126.0,28.57,84.0,0.0,0.0,1.0,1/23.0,5
Roopa Nagraj,T20I,2,30,26.0,1,19,3,0,5.0,5.2,26.0,63.33,30.0,0.0,0.0,1.0,1/13.0,3
Muhammad Saleem,T20I,2,18,8.0,1,12,1,0,3.0,2.67,8.0,66.67,18.0,0.0,0.0,1.0,1/5.0,7
Muhammad Naeem,PSL,1,18,15.0,1,7,1,0,3.0,5.0,15.0,38.89,18.0,0.0,0.0,1.0,1/14.0,19
WSLK Narayana,T20I,7,81,107.0,1,33,7,0,13.5,7.93,107.0,40.74,81.0,0.0,0.0,1.0,1/14.0,9
WS Jayantha,ODI,3,25,27.0,1,8,0,0,4.2,6.48,27.0,32.0,25.0,0.0,0.0,1.0,1/19.0,9
WP Myburgh,ODI,2,18,21.0,1,6,0,0,3.0,7.0,21.0,33.33,18.0,0.0,0.0,1.0,1/12.0,5
CP Simpson,BBL,1,18,25.0,1,7,2,0,3.0,8.33,25.0,38.89,18.0,0.0,0.0,1.0,1/23.0,2
CP Rizwan,ODI,5,58,50.0,1,35,3,0,9.7,5.17,50.0,60.34,58.0,0.0,0.0,1.0,1/18.0,41
O Touray,T20I,2,18,46.0,1,3,0,0,3.0,15.33,46.0,16.67,18.0,0.0,0.0,1.0,1/31.0,3
P Molkenboer,ODI,1,18,10.0,1,10,1,0,3.0,3.33,10.0,55.56,18.0,0.0,0.0,1.0,1/9.0,7
J Sonia,T20I,1,18,16.0,1,10,2,0,3.0,5.33,16.0,55.56,18.0,0.0,0.0,1.0,1/10.0,1
Muhammad Amin,T20I,2,30,39.0,1,12,5,0,5.0,7.8,39.0,40.0,30.0,0.0,0.0,1.0,1/18.0,9
Mudassir Iqbal,T20I,6,73,118.0,1,28,7,1,12.2,9.7,118.0,38.36,73.0,0.0,0.0,1.0,1/20.0,9
GH Worker,T20I,1,12,19.0,1,4,1,0,2.0,9.5,19.0,33.33,12.0,0.0,0.0,1.0,1/18.0,2
Gargi Arya,T20I,1,12,11.0,1,6,4,0,2.0,5.5,11.0,50.0,12.0,0.0,0.0,1.0,1/6.0,1
RR Beaton,ODI,2,102,102.0,1,47,5,0,17.0,6.0,102.0,46.08,102.0,0.0,0.0,1.0,1/57.0,2
RP Meredith,ODI,3,110,127.0,1,54,5,2,18.3,6.93,127.0,49.09,110.0,0.0,0.0,1.0,1/50.0,2
N Knights,T20I,1,12,8.0,1,5,1,0,2.0,4.0,8.0,41.67,12.0,0.0,0.0,1.0,1/7.0,17
AS Jaggernauth,Test,1,138,96.0,1,95,0,0,23.0,4.17,96.0,68.84,138.0,0.0,0.0,1.0,1/96.0,1
CMG Atkins,Test,3,72,31.0,1,55,0,0,12.0,2.58,31.0,76.39,72.0,0.0,0.0,1.0,1/9.0,4
WJR Robertson,T20I,1,18,6.0,1,15,0,0,3.0,2.0,6.0,83.33,18.0,0.0,0.0,1.0,1/6.0,1
WJ Malinda,T20I,4,54,66.0,1,25,4,0,9.0,7.33,66.0,46.3,54.0,0.0,0.0,1.0,1/26.0,10
WG Jacks,BBL,3,24,35.0,1,5,0,0,4.0,8.75,35.0,20.83,24.0,0.0,0.0,1.0,1/9.0,8
WG Bosisto,BBL,4,36,44.0,1,11,0,0,6.0,7.33,44.0,30.56,36.0,0.0,0.0,1.0,1/9.0,11
